host	GC%	type
GCF_017863935.1_ASM1786393v1_genomic.fna	55.69701821	SdTVs
GCF_017863935.1_ASM1786393v1_genomic.fna	55.69701821	SdTVs
GCF_017167965.1_ASM1716796v1_genomic.fna	60.14668217	SdTVs
GCF_017570665.1_ASM1757066v1_genomic.fna	50.55107506	SdTVs
GCF_017570665.1_ASM1757066v1_genomic.fna	50.55107506	SdTVs
GCF_017165155.1_ASM1716515v1_genomic.fna	50.48430493	SdTVs
GCF_017165155.1_ASM1716515v1_genomic.fna	50.48430493	SdTVs
GCF_017165155.1_ASM1716515v1_genomic.fna	50.48430493	SdTVs
GCF_017165155.1_ASM1716515v1_genomic.fna	50.48430493	SdTVs
GCF_017165155.1_ASM1716515v1_genomic.fna	50.48430493	SdTVs
GCF_017165155.1_ASM1716515v1_genomic.fna	50.48430493	SdTVs
GCF_017165155.1_ASM1716515v1_genomic.fna	50.48430493	SdTVs
GCF_017165155.1_ASM1716515v1_genomic.fna	50.48430493	SdTVs
GCF_017165155.1_ASM1716515v1_genomic.fna	50.48430493	SdTVs
GCF_017165155.1_ASM1716515v1_genomic.fna	50.48430493	SdTVs
GCF_017357765.1_ASM1735776v1_genomic.fna	50.55961667	SdTVs
GCF_017357765.1_ASM1735776v1_genomic.fna	50.55961667	SdTVs
GCF_017357765.1_ASM1735776v1_genomic.fna	50.55961667	SdTVs
GCF_017357765.1_ASM1735776v1_genomic.fna	50.55961667	SdTVs
GCF_017858835.1_ASM1785883v1_genomic.fna	68.065066	SdTVs
GCF_017858835.1_ASM1785883v1_genomic.fna	68.065066	SdTVs
GCF_017916195.1_ASM1791619v1_genomic.fna	56.93608177	SdTVs
GCF_017164875.1_ASM1716487v1_genomic.fna	50.48692791	SdTVs
GCF_017164875.1_ASM1716487v1_genomic.fna	50.48692791	SdTVs
GCF_017164875.1_ASM1716487v1_genomic.fna	50.48692791	SdTVs
GCF_017164875.1_ASM1716487v1_genomic.fna	50.48692791	SdTVs
GCF_017164875.1_ASM1716487v1_genomic.fna	50.48692791	SdTVs
GCF_017164875.1_ASM1716487v1_genomic.fna	50.48692791	SdTVs
GCF_017164875.1_ASM1716487v1_genomic.fna	50.48692791	SdTVs
GCF_017164875.1_ASM1716487v1_genomic.fna	50.48692791	SdTVs
GCF_017164875.1_ASM1716487v1_genomic.fna	50.48692791	SdTVs
GCF_017164875.1_ASM1716487v1_genomic.fna	50.48692791	SdTVs
GCF_017868515.1_ASM1786851v1_genomic.fna	50.80284978	SdTVs
GCF_017164855.1_ASM1716485v1_genomic.fna	50.48710062	SdTVs
GCF_017164855.1_ASM1716485v1_genomic.fna	50.48710062	SdTVs
GCF_017164855.1_ASM1716485v1_genomic.fna	50.48710062	SdTVs
GCF_017164855.1_ASM1716485v1_genomic.fna	50.48710062	SdTVs
GCF_017164855.1_ASM1716485v1_genomic.fna	50.48710062	SdTVs
GCF_017164855.1_ASM1716485v1_genomic.fna	50.48710062	SdTVs
GCF_017164855.1_ASM1716485v1_genomic.fna	50.48710062	SdTVs
GCF_017164855.1_ASM1716485v1_genomic.fna	50.48710062	SdTVs
GCF_017164855.1_ASM1716485v1_genomic.fna	50.48710062	SdTVs
GCF_017164855.1_ASM1716485v1_genomic.fna	50.48710062	SdTVs
GCF_017357745.1_ASM1735774v1_genomic.fna	49.65702645	SdTVs
GCF_017357745.1_ASM1735774v1_genomic.fna	49.65702645	SdTVs
GCF_017277455.1_ASM1727745v1_genomic.fna	57.32883182	SdTVs
GCF_017094605.1_ASM1709460v1_genomic.fna	52.1667866	SdTVs
GCF_017094605.1_ASM1709460v1_genomic.fna	52.1667866	SdTVs
GCF_017094605.1_ASM1709460v1_genomic.fna	52.1667866	SdTVs
GCF_017094605.1_ASM1709460v1_genomic.fna	52.1667866	SdTVs
GCF_017165415.1_ASM1716541v1_genomic.fna	50.47869029	SdTVs
GCF_017165415.1_ASM1716541v1_genomic.fna	50.47869029	SdTVs
GCF_017165415.1_ASM1716541v1_genomic.fna	50.47869029	SdTVs
GCF_017165415.1_ASM1716541v1_genomic.fna	50.47869029	SdTVs
GCF_017165415.1_ASM1716541v1_genomic.fna	50.47869029	SdTVs
GCF_017165415.1_ASM1716541v1_genomic.fna	50.47869029	SdTVs
GCF_017165415.1_ASM1716541v1_genomic.fna	50.47869029	SdTVs
GCF_017165415.1_ASM1716541v1_genomic.fna	50.47869029	SdTVs
GCF_017165415.1_ASM1716541v1_genomic.fna	50.47869029	SdTVs
GCF_017165415.1_ASM1716541v1_genomic.fna	50.47869029	SdTVs
GCF_017088465.1_ASM1708846v1_genomic.fna	50.5275722	SdTVs
GCF_017088465.1_ASM1708846v1_genomic.fna	50.5275722	SdTVs
GCF_017088465.1_ASM1708846v1_genomic.fna	50.5275722	SdTVs
GCF_017088465.1_ASM1708846v1_genomic.fna	50.5275722	SdTVs
GCF_017088465.1_ASM1708846v1_genomic.fna	50.5275722	SdTVs
GCF_017901015.1_ASM1790101v1_genomic.fna	50.65548568	SdTVs
GCF_017901015.1_ASM1790101v1_genomic.fna	50.65548568	SdTVs
GCF_017164895.1_ASM1716489v1_genomic.fna	50.51522871	SdTVs
GCF_017164895.1_ASM1716489v1_genomic.fna	50.51522871	SdTVs
GCF_017164895.1_ASM1716489v1_genomic.fna	50.51522871	SdTVs
GCF_017164895.1_ASM1716489v1_genomic.fna	50.51522871	SdTVs
GCF_017164895.1_ASM1716489v1_genomic.fna	50.51522871	SdTVs
GCF_017164895.1_ASM1716489v1_genomic.fna	50.51522871	SdTVs
GCF_017164895.1_ASM1716489v1_genomic.fna	50.51522871	SdTVs
GCF_017164895.1_ASM1716489v1_genomic.fna	50.51522871	SdTVs
GCF_017164895.1_ASM1716489v1_genomic.fna	50.51522871	SdTVs
GCF_017164895.1_ASM1716489v1_genomic.fna	50.51522871	SdTVs
GCF_017815795.1_ASM1781579v1_genomic.fna	56.94466665	SdTVs
GCF_017815795.1_ASM1781579v1_genomic.fna	56.94466665	SdTVs
GCF_017165115.1_ASM1716511v1_genomic.fna	50.46123335	SdTVs
GCF_017165115.1_ASM1716511v1_genomic.fna	50.46123335	SdTVs
GCF_017165115.1_ASM1716511v1_genomic.fna	50.46123335	SdTVs
GCF_017165115.1_ASM1716511v1_genomic.fna	50.46123335	SdTVs
GCF_017165115.1_ASM1716511v1_genomic.fna	50.46123335	SdTVs
GCF_017165115.1_ASM1716511v1_genomic.fna	50.46123335	SdTVs
GCF_017165115.1_ASM1716511v1_genomic.fna	50.46123335	SdTVs
GCF_017165115.1_ASM1716511v1_genomic.fna	50.46123335	SdTVs
GCF_017165115.1_ASM1716511v1_genomic.fna	50.46123335	SdTVs
GCF_017165115.1_ASM1716511v1_genomic.fna	50.46123335	SdTVs
GCF_017165115.1_ASM1716511v1_genomic.fna	50.46123335	SdTVs
GCF_017310465.1_ASM1731046v1_genomic.fna	54.55062233	SdTVs
GCF_017310465.1_ASM1731046v1_genomic.fna	54.55062233	SdTVs
GCF_017310465.1_ASM1731046v1_genomic.fna	54.55062233	SdTVs
GCF_017355125.1_ASM1735512v1_genomic.fna	50.73646728	SdTVs
GCF_017165435.1_ASM1716543v1_genomic.fna	50.49741041	SdTVs
GCF_017165435.1_ASM1716543v1_genomic.fna	50.49741041	SdTVs
GCF_017165435.1_ASM1716543v1_genomic.fna	50.49741041	SdTVs
GCF_017165435.1_ASM1716543v1_genomic.fna	50.49741041	SdTVs
GCF_017165435.1_ASM1716543v1_genomic.fna	50.49741041	SdTVs
GCF_017165435.1_ASM1716543v1_genomic.fna	50.49741041	SdTVs
GCF_017165435.1_ASM1716543v1_genomic.fna	50.49741041	SdTVs
GCF_017165435.1_ASM1716543v1_genomic.fna	50.49741041	SdTVs
GCF_017165435.1_ASM1716543v1_genomic.fna	50.49741041	SdTVs
GCF_017165435.1_ASM1716543v1_genomic.fna	50.49741041	SdTVs
GCF_017165375.1_ASM1716537v1_genomic.fna	50.4972062	SdTVs
GCF_017165375.1_ASM1716537v1_genomic.fna	50.4972062	SdTVs
GCF_017165375.1_ASM1716537v1_genomic.fna	50.4972062	SdTVs
GCF_017165375.1_ASM1716537v1_genomic.fna	50.4972062	SdTVs
GCF_017165375.1_ASM1716537v1_genomic.fna	50.4972062	SdTVs
GCF_017165375.1_ASM1716537v1_genomic.fna	50.4972062	SdTVs
GCF_017165375.1_ASM1716537v1_genomic.fna	50.4972062	SdTVs
GCF_017165375.1_ASM1716537v1_genomic.fna	50.4972062	SdTVs
GCF_017165375.1_ASM1716537v1_genomic.fna	50.4972062	SdTVs
GCF_017165375.1_ASM1716537v1_genomic.fna	50.4972062	SdTVs
GCF_017165095.1_ASM1716509v1_genomic.fna	50.48246521	SdTVs
GCF_017165095.1_ASM1716509v1_genomic.fna	50.48246521	SdTVs
GCF_017165095.1_ASM1716509v1_genomic.fna	50.48246521	SdTVs
GCF_017165095.1_ASM1716509v1_genomic.fna	50.48246521	SdTVs
GCF_017165095.1_ASM1716509v1_genomic.fna	50.48246521	SdTVs
GCF_017165095.1_ASM1716509v1_genomic.fna	50.48246521	SdTVs
GCF_017165095.1_ASM1716509v1_genomic.fna	50.48246521	SdTVs
GCF_017165095.1_ASM1716509v1_genomic.fna	50.48246521	SdTVs
GCF_017165095.1_ASM1716509v1_genomic.fna	50.48246521	SdTVs
GCF_017165095.1_ASM1716509v1_genomic.fna	50.48246521	SdTVs
GCF_017164995.1_ASM1716499v1_genomic.fna	50.52547711	SdTVs
GCF_017164995.1_ASM1716499v1_genomic.fna	50.52547711	SdTVs
GCF_017164995.1_ASM1716499v1_genomic.fna	50.52547711	SdTVs
GCF_017164995.1_ASM1716499v1_genomic.fna	50.52547711	SdTVs
GCF_017164995.1_ASM1716499v1_genomic.fna	50.52547711	SdTVs
GCF_017164995.1_ASM1716499v1_genomic.fna	50.52547711	SdTVs
GCF_017164995.1_ASM1716499v1_genomic.fna	50.52547711	SdTVs
GCF_017164995.1_ASM1716499v1_genomic.fna	50.52547711	SdTVs
GCF_017164995.1_ASM1716499v1_genomic.fna	50.52547711	SdTVs
GCF_017164995.1_ASM1716499v1_genomic.fna	50.52547711	SdTVs
GCF_017164995.1_ASM1716499v1_genomic.fna	50.52547711	SdTVs
GCF_017161745.1_ASM1716174v1_genomic.fna	54.59342597	SdTVs
GCF_017815595.1_ASM1781559v1_genomic.fna	66.26730388	SdTVs
GCF_017164935.1_ASM1716493v1_genomic.fna	50.50544463	SdTVs
GCF_017164935.1_ASM1716493v1_genomic.fna	50.50544463	SdTVs
GCF_017164935.1_ASM1716493v1_genomic.fna	50.50544463	SdTVs
GCF_017164935.1_ASM1716493v1_genomic.fna	50.50544463	SdTVs
GCF_017164935.1_ASM1716493v1_genomic.fna	50.50544463	SdTVs
GCF_017164935.1_ASM1716493v1_genomic.fna	50.50544463	SdTVs
GCF_017164935.1_ASM1716493v1_genomic.fna	50.50544463	SdTVs
GCF_017164935.1_ASM1716493v1_genomic.fna	50.50544463	SdTVs
GCF_017164935.1_ASM1716493v1_genomic.fna	50.50544463	SdTVs
GCF_017372255.1_ASM1737225v1_genomic.fna	51.86680133	SdTVs
GCF_017161725.1_ASM1716172v1_genomic.fna	54.59103686	SdTVs
GCF_017742915.1_ASM1774291v1_genomic.fna	57.09800806	SdTVs
GCF_017742915.1_ASM1774291v1_genomic.fna	57.09800806	SdTVs
GCF_017164915.1_ASM1716491v1_genomic.fna	50.51448351	SdTVs
GCF_017164915.1_ASM1716491v1_genomic.fna	50.51448351	SdTVs
GCF_017164915.1_ASM1716491v1_genomic.fna	50.51448351	SdTVs
GCF_017164915.1_ASM1716491v1_genomic.fna	50.51448351	SdTVs
GCF_017164915.1_ASM1716491v1_genomic.fna	50.51448351	SdTVs
GCF_017164915.1_ASM1716491v1_genomic.fna	50.51448351	SdTVs
GCF_017164915.1_ASM1716491v1_genomic.fna	50.51448351	SdTVs
GCF_017164915.1_ASM1716491v1_genomic.fna	50.51448351	SdTVs
GCF_017164915.1_ASM1716491v1_genomic.fna	50.51448351	SdTVs
GCF_017164915.1_ASM1716491v1_genomic.fna	50.51448351	SdTVs
GCF_017165215.1_ASM1716521v1_genomic.fna	50.48954915	SdTVs
GCF_017165215.1_ASM1716521v1_genomic.fna	50.48954915	SdTVs
GCF_017165215.1_ASM1716521v1_genomic.fna	50.48954915	SdTVs
GCF_017165215.1_ASM1716521v1_genomic.fna	50.48954915	SdTVs
GCF_017165215.1_ASM1716521v1_genomic.fna	50.48954915	SdTVs
GCF_017165215.1_ASM1716521v1_genomic.fna	50.48954915	SdTVs
GCF_017165215.1_ASM1716521v1_genomic.fna	50.48954915	SdTVs
GCF_017165215.1_ASM1716521v1_genomic.fna	50.48954915	SdTVs
GCF_017352035.1_ASM1735203v1_genomic.fna	50.6965866	SdTVs
GCF_017352035.1_ASM1735203v1_genomic.fna	50.6965866	SdTVs
GCF_017352035.1_ASM1735203v1_genomic.fna	50.6965866	SdTVs
GCF_017498465.1_ASM1749846v1_genomic.fna	60.57203781	SdTVs
GCF_017310235.1_ASM1731023v1_genomic.fna	61.46378551	SdTVs
GCF_017165235.1_ASM1716523v1_genomic.fna	50.48789446	SdTVs
GCF_017165235.1_ASM1716523v1_genomic.fna	50.48789446	SdTVs
GCF_017165235.1_ASM1716523v1_genomic.fna	50.48789446	SdTVs
GCF_017165235.1_ASM1716523v1_genomic.fna	50.48789446	SdTVs
GCF_017165235.1_ASM1716523v1_genomic.fna	50.48789446	SdTVs
GCF_017165235.1_ASM1716523v1_genomic.fna	50.48789446	SdTVs
GCF_017165235.1_ASM1716523v1_genomic.fna	50.48789446	SdTVs
GCF_017165235.1_ASM1716523v1_genomic.fna	50.48789446	SdTVs
GCF_017894305.1_ASM1789430v1_genomic.fna	56.9760152	SdTVs
GCF_017894305.1_ASM1789430v1_genomic.fna	56.9760152	SdTVs
GCF_017894305.1_ASM1789430v1_genomic.fna	56.9760152	SdTVs
GCF_017165295.1_ASM1716529v1_genomic.fna	50.48052071	SdTVs
GCF_017165295.1_ASM1716529v1_genomic.fna	50.48052071	SdTVs
GCF_017165295.1_ASM1716529v1_genomic.fna	50.48052071	SdTVs
GCF_017165295.1_ASM1716529v1_genomic.fna	50.48052071	SdTVs
GCF_017165295.1_ASM1716529v1_genomic.fna	50.48052071	SdTVs
GCF_017165295.1_ASM1716529v1_genomic.fna	50.48052071	SdTVs
GCF_017165295.1_ASM1716529v1_genomic.fna	50.48052071	SdTVs
GCF_017165295.1_ASM1716529v1_genomic.fna	50.48052071	SdTVs
GCF_017161385.1_ASM1716138v1_genomic.fna	56.95637752	SdTVs
GCF_017161385.1_ASM1716138v1_genomic.fna	56.95637752	SdTVs
GCF_017161385.1_ASM1716138v1_genomic.fna	56.95637752	SdTVs
GCF_017161385.1_ASM1716138v1_genomic.fna	56.95637752	SdTVs
GCF_017161385.1_ASM1716138v1_genomic.fna	56.95637752	SdTVs
GCF_017161385.1_ASM1716138v1_genomic.fna	56.95637752	SdTVs
GCF_017161385.1_ASM1716138v1_genomic.fna	56.95637752	SdTVs
GCF_017310425.1_ASM1731042v1_genomic.fna	56.85279747	SdTVs
GCF_018071945.1_ASM1807194v2_genomic.fna	50.23967872	SdTVs
GCF_017165255.1_ASM1716525v1_genomic.fna	50.47974207	SdTVs
GCF_017165255.1_ASM1716525v1_genomic.fna	50.47974207	SdTVs
GCF_017165255.1_ASM1716525v1_genomic.fna	50.47974207	SdTVs
GCF_017165255.1_ASM1716525v1_genomic.fna	50.47974207	SdTVs
GCF_017165255.1_ASM1716525v1_genomic.fna	50.47974207	SdTVs
GCF_017165255.1_ASM1716525v1_genomic.fna	50.47974207	SdTVs
GCF_017165255.1_ASM1716525v1_genomic.fna	50.47974207	SdTVs
GCF_017165255.1_ASM1716525v1_genomic.fna	50.47974207	SdTVs
GCF_017165255.1_ASM1716525v1_genomic.fna	50.47974207	SdTVs
GCF_017165255.1_ASM1716525v1_genomic.fna	50.47974207	SdTVs
GCF_017808555.1_ASM1780855v1_genomic.fna	39.28808989	SdTVs
GCF_017639065.1_ASM1763906v1_genomic.fna	57.145267	SdTVs
GCF_017900995.1_ASM1790099v1_genomic.fna	50.65550556	SdTVs
GCF_017900995.1_ASM1790099v1_genomic.fna	50.65550556	SdTVs
GCF_017901195.1_ASM1790119v1_genomic.fna	39.12208587	SdTVs
GCF_017901195.1_ASM1790119v1_genomic.fna	39.12208587	SdTVs
GCF_017498685.1_ASM1749868v1_genomic.fna	47.50512682	SdTVs
GCF_017161465.1_ASM1716146v1_genomic.fna	44.68020455	SdTVs
GCF_017301375.1_ASM1730137v1_genomic.fna	56.69418102	SdTVs
GCF_017301375.1_ASM1730137v1_genomic.fna	56.69418102	SdTVs
GCF_017301375.1_ASM1730137v1_genomic.fna	56.69418102	SdTVs
GCF_017301375.1_ASM1730137v1_genomic.fna	56.69418102	SdTVs
GCF_017165275.1_ASM1716527v1_genomic.fna	50.48919989	SdTVs
GCF_017165275.1_ASM1716527v1_genomic.fna	50.48919989	SdTVs
GCF_017165275.1_ASM1716527v1_genomic.fna	50.48919989	SdTVs
GCF_017165275.1_ASM1716527v1_genomic.fna	50.48919989	SdTVs
GCF_017165275.1_ASM1716527v1_genomic.fna	50.48919989	SdTVs
GCF_017165275.1_ASM1716527v1_genomic.fna	50.48919989	SdTVs
GCF_017165275.1_ASM1716527v1_genomic.fna	50.48919989	SdTVs
GCF_017165275.1_ASM1716527v1_genomic.fna	50.48919989	SdTVs
GCF_017165275.1_ASM1716527v1_genomic.fna	50.48919989	SdTVs
GCF_017165275.1_ASM1716527v1_genomic.fna	50.48919989	SdTVs
GCF_017357545.1_ASM1735754v1_genomic.fna	50.44313095	SdTVs
GCF_017357545.1_ASM1735754v1_genomic.fna	50.44313095	SdTVs
GCF_017357545.1_ASM1735754v1_genomic.fna	50.44313095	SdTVs
GCF_017357545.1_ASM1735754v1_genomic.fna	50.44313095	SdTVs
GCF_017357545.1_ASM1735754v1_genomic.fna	50.44313095	SdTVs
GCF_017357545.1_ASM1735754v1_genomic.fna	50.44313095	SdTVs
GCF_017165035.1_ASM1716503v1_genomic.fna	50.48265993	SdTVs
GCF_017165035.1_ASM1716503v1_genomic.fna	50.48265993	SdTVs
GCF_017165035.1_ASM1716503v1_genomic.fna	50.48265993	SdTVs
GCF_017165035.1_ASM1716503v1_genomic.fna	50.48265993	SdTVs
GCF_017165035.1_ASM1716503v1_genomic.fna	50.48265993	SdTVs
GCF_017165035.1_ASM1716503v1_genomic.fna	50.48265993	SdTVs
GCF_017165035.1_ASM1716503v1_genomic.fna	50.48265993	SdTVs
GCF_017165035.1_ASM1716503v1_genomic.fna	50.48265993	SdTVs
GCF_017165035.1_ASM1716503v1_genomic.fna	50.48265993	SdTVs
GCF_017357725.1_ASM1735772v1_genomic.fna	49.63850791	SdTVs
GCF_017357725.1_ASM1735772v1_genomic.fna	49.63850791	SdTVs
GCF_017357725.1_ASM1735772v1_genomic.fna	49.63850791	SdTVs
GCF_017357725.1_ASM1735772v1_genomic.fna	49.63850791	SdTVs
GCF_017357725.1_ASM1735772v1_genomic.fna	49.63850791	SdTVs
GCF_017357725.1_ASM1735772v1_genomic.fna	49.63850791	SdTVs
GCF_017357725.1_ASM1735772v1_genomic.fna	49.63850791	SdTVs
GCF_017639025.1_ASM1763902v1_genomic.fna	50.91456921	SdTVs
GCF_017639025.1_ASM1763902v1_genomic.fna	50.91456921	SdTVs
GCF_017894285.1_ASM1789428v1_genomic.fna	56.97984936	SdTVs
GCF_017894285.1_ASM1789428v1_genomic.fna	56.97984936	SdTVs
GCF_017894285.1_ASM1789428v1_genomic.fna	56.97984936	SdTVs
GCF_017903455.1_ASM1790345v1_genomic.fna	50.53350912	SdTVs
GCF_017903455.1_ASM1790345v1_genomic.fna	50.53350912	SdTVs
GCF_017903455.1_ASM1790345v1_genomic.fna	50.53350912	SdTVs
GCF_017603565.1_ASM1760356v1_genomic.fna	50.65429765	SdTVs
GCF_017603565.1_ASM1760356v1_genomic.fna	50.65429765	SdTVs
GCF_017603565.1_ASM1760356v1_genomic.fna	50.65429765	SdTVs
GCF_017603565.1_ASM1760356v1_genomic.fna	50.65429765	SdTVs
GCF_017603565.1_ASM1760356v1_genomic.fna	50.65429765	SdTVs
GCF_017603565.1_ASM1760356v1_genomic.fna	50.65429765	SdTVs
GCF_017603565.1_ASM1760356v1_genomic.fna	50.65429765	SdTVs
GCF_017161345.1_ASM1716134v1_genomic.fna	50.71032912	SdTVs
GCF_017161865.1_ASM1716186v1_genomic.fna	54.64124463	SdTVs
GCF_017161865.1_ASM1716186v1_genomic.fna	54.64124463	SdTVs
GCF_017743075.1_ASM1774307v1_genomic.fna	50.86296172	SdTVs
GCF_017743075.1_ASM1774307v1_genomic.fna	50.86296172	SdTVs
GCF_017743075.1_ASM1774307v1_genomic.fna	50.86296172	SdTVs
GCF_017355085.1_ASM1735508v1_genomic.fna	50.78027047	SdTVs
GCF_017164975.1_ASM1716497v1_genomic.fna	50.4903291	SdTVs
GCF_017164975.1_ASM1716497v1_genomic.fna	50.4903291	SdTVs
GCF_017164975.1_ASM1716497v1_genomic.fna	50.4903291	SdTVs
GCF_017164975.1_ASM1716497v1_genomic.fna	50.4903291	SdTVs
GCF_017164975.1_ASM1716497v1_genomic.fna	50.4903291	SdTVs
GCF_017164975.1_ASM1716497v1_genomic.fna	50.4903291	SdTVs
GCF_017164975.1_ASM1716497v1_genomic.fna	50.4903291	SdTVs
GCF_017164975.1_ASM1716497v1_genomic.fna	50.4903291	SdTVs
GCF_017164975.1_ASM1716497v1_genomic.fna	50.4903291	SdTVs
GCF_017164975.1_ASM1716497v1_genomic.fna	50.4903291	SdTVs
GCF_017377875.1_ASM1737787v1_genomic.fna	56.10615009	SdTVs
GCF_017161485.1_ASM1716148v1_genomic.fna	56.99167617	SdTVs
GCF_017161485.1_ASM1716148v1_genomic.fna	56.99167617	SdTVs
GCF_017896185.1_ASM1789618v1_genomic.fna	50.78134663	SdTVs
GCF_017164755.1_ASM1716475v1_genomic.fna	50.50919521	SdTVs
GCF_017164755.1_ASM1716475v1_genomic.fna	50.50919521	SdTVs
GCF_017164755.1_ASM1716475v1_genomic.fna	50.50919521	SdTVs
GCF_017164755.1_ASM1716475v1_genomic.fna	50.50919521	SdTVs
GCF_017164755.1_ASM1716475v1_genomic.fna	50.50919521	SdTVs
GCF_017164755.1_ASM1716475v1_genomic.fna	50.50919521	SdTVs
GCF_017164755.1_ASM1716475v1_genomic.fna	50.50919521	SdTVs
GCF_017164755.1_ASM1716475v1_genomic.fna	50.50919521	SdTVs
GCF_017164755.1_ASM1716475v1_genomic.fna	50.50919521	SdTVs
GCF_017348835.2_ASM1734883v2_genomic.fna	50.16397591	SdTVs
GCF_017348835.2_ASM1734883v2_genomic.fna	50.16397591	SdTVs
GCF_017348835.2_ASM1734883v2_genomic.fna	50.16397591	SdTVs
GCF_017348835.2_ASM1734883v2_genomic.fna	50.16397591	SdTVs
GCF_017372215.1_ASM1737221v1_genomic.fna	52.13338428	SdTVs
GCF_017165015.1_ASM1716501v1_genomic.fna	50.48186174	SdTVs
GCF_017165015.1_ASM1716501v1_genomic.fna	50.48186174	SdTVs
GCF_017165015.1_ASM1716501v1_genomic.fna	50.48186174	SdTVs
GCF_017165015.1_ASM1716501v1_genomic.fna	50.48186174	SdTVs
GCF_017165015.1_ASM1716501v1_genomic.fna	50.48186174	SdTVs
GCF_017165015.1_ASM1716501v1_genomic.fna	50.48186174	SdTVs
GCF_017165015.1_ASM1716501v1_genomic.fna	50.48186174	SdTVs
GCF_017165015.1_ASM1716501v1_genomic.fna	50.48186174	SdTVs
GCF_017165015.1_ASM1716501v1_genomic.fna	50.48186174	SdTVs
GCF_017165015.1_ASM1716501v1_genomic.fna	50.48186174	SdTVs
GCF_017329545.1_ASM1732954v1_genomic.fna	50.33691826	SdTVs
GCF_017357685.1_ASM1735768v1_genomic.fna	49.5955762	SdTVs
GCF_017357685.1_ASM1735768v1_genomic.fna	49.5955762	SdTVs
GCF_017357685.1_ASM1735768v1_genomic.fna	49.5955762	SdTVs
GCF_017357685.1_ASM1735768v1_genomic.fna	49.5955762	SdTVs
GCF_017357685.1_ASM1735768v1_genomic.fna	49.5955762	SdTVs
GCF_017357685.1_ASM1735768v1_genomic.fna	49.5955762	SdTVs
GCF_017357685.1_ASM1735768v1_genomic.fna	49.5955762	SdTVs
GCF_017161825.1_ASM1716182v1_genomic.fna	54.64164457	SdTVs
GCF_017161825.1_ASM1716182v1_genomic.fna	54.64164457	SdTVs
GCF_017310405.1_ASM1731040v1_genomic.fna	56.93789676	SdTVs
GCF_017310405.1_ASM1731040v1_genomic.fna	56.93789676	SdTVs
GCF_017310405.1_ASM1731040v1_genomic.fna	56.93789676	SdTVs
GCF_017639165.1_ASM1763916v1_genomic.fna	50.78044954	SdTVs
GCF_017639165.1_ASM1763916v1_genomic.fna	50.78044954	SdTVs
GCF_017161765.1_ASM1716176v1_genomic.fna	55.00432897	SdTVs
GCF_017161765.1_ASM1716176v1_genomic.fna	55.00432897	SdTVs
GCF_017165455.1_ASM1716545v1_genomic.fna	50.42401469	SdTVs
GCF_017165455.1_ASM1716545v1_genomic.fna	50.42401469	SdTVs
GCF_017165455.1_ASM1716545v1_genomic.fna	50.42401469	SdTVs
GCF_017165455.1_ASM1716545v1_genomic.fna	50.42401469	SdTVs
GCF_017165455.1_ASM1716545v1_genomic.fna	50.42401469	SdTVs
GCF_017165455.1_ASM1716545v1_genomic.fna	50.42401469	SdTVs
GCF_017165455.1_ASM1716545v1_genomic.fna	50.42401469	SdTVs
GCF_017165455.1_ASM1716545v1_genomic.fna	50.42401469	SdTVs
GCF_017165455.1_ASM1716545v1_genomic.fna	50.42401469	SdTVs
GCF_017165455.1_ASM1716545v1_genomic.fna	50.42401469	SdTVs
GCF_017743035.1_ASM1774303v1_genomic.fna	57.89848476	SdTVs
GCF_017743035.1_ASM1774303v1_genomic.fna	57.89848476	SdTVs
GCF_017743035.1_ASM1774303v1_genomic.fna	57.89848476	SdTVs
GCF_017900975.1_ASM1790097v1_genomic.fna	50.6554658	SdTVs
GCF_017900975.1_ASM1790097v1_genomic.fna	50.6554658	SdTVs
GCF_017161785.1_ASM1716178v1_genomic.fna	54.63673431	SdTVs
GCF_017161785.1_ASM1716178v1_genomic.fna	54.63673431	SdTVs
GCF_017742955.1_ASM1774295v1_genomic.fna	57.09785884	SdTVs
GCF_017742955.1_ASM1774295v1_genomic.fna	57.09785884	SdTVs
GCF_017164815.1_ASM1716481v1_genomic.fna	50.41967197	SdTVs
GCF_017164815.1_ASM1716481v1_genomic.fna	50.41967197	SdTVs
GCF_017164815.1_ASM1716481v1_genomic.fna	50.41967197	SdTVs
GCF_017164815.1_ASM1716481v1_genomic.fna	50.41967197	SdTVs
GCF_017164815.1_ASM1716481v1_genomic.fna	50.41967197	SdTVs
GCF_017164815.1_ASM1716481v1_genomic.fna	50.41967197	SdTVs
GCF_017164815.1_ASM1716481v1_genomic.fna	50.41967197	SdTVs
GCF_017164815.1_ASM1716481v1_genomic.fna	50.41967197	SdTVs
GCF_017164815.1_ASM1716481v1_genomic.fna	50.41967197	SdTVs
GCF_017164815.1_ASM1716481v1_genomic.fna	50.41967197	SdTVs
GCF_017088445.1_ASM1708844v1_genomic.fna	50.5004943	SdTVs
GCF_017088445.1_ASM1708844v1_genomic.fna	50.5004943	SdTVs
GCF_017088445.1_ASM1708844v1_genomic.fna	50.5004943	SdTVs
GCF_017088445.1_ASM1708844v1_genomic.fna	50.5004943	SdTVs
GCF_017161845.1_ASM1716184v1_genomic.fna	54.59144633	SdTVs
GCF_017161845.1_ASM1716184v1_genomic.fna	54.59144633	SdTVs
GCF_017570605.1_ASM1757060v1_genomic.fna	50.79129969	SdTVs
