host	size	type
GCF_012562255.1_ASM1256225v1_genomic.fna	5.31662	SdTVs
GCF_012562255.1_ASM1256225v1_genomic.fna	5.31662	SdTVs
GCF_012278555.1_ASM1227855v1_genomic.fna	4.714731	SdTVs
GCF_012278555.1_ASM1227855v1_genomic.fna	4.714731	SdTVs
GCF_011045475.1_ASM1104547v1_genomic.fna	5.159926	SdTVs
GCF_011045475.1_ASM1104547v1_genomic.fna	5.159926	SdTVs
GCF_011045475.1_ASM1104547v1_genomic.fna	5.159926	SdTVs
GCF_011691525.1_ASM1169152v1_genomic.fna	4.793022	SdTVs
GCF_011691525.1_ASM1169152v1_genomic.fna	4.793022	SdTVs
GCF_011691525.1_ASM1169152v1_genomic.fna	4.793022	SdTVs
GCF_012274885.1_ASM1227488v1_genomic.fna	4.899555	SdTVs
GCF_011045595.1_ASM1104559v1_genomic.fna	5.803733	SdTVs
GCF_010692865.1_ASM1069286v1_genomic.fna	4.031742	SdTVs
GCF_010692865.1_ASM1069286v1_genomic.fna	4.031742	SdTVs
GCF_011466075.1_ASM1146607v1_genomic.fna	4.809627	SdTVs
GCF_011466075.1_ASM1146607v1_genomic.fna	4.809627	SdTVs
GCF_012278675.1_ASM1227867v1_genomic.fna	4.77038	SdTVs
GCF_012278675.1_ASM1227867v1_genomic.fna	4.77038	SdTVs
GCF_011996085.1_ASM1199608v1_genomic.fna	6.068178	SdTVs
GCF_011996085.1_ASM1199608v1_genomic.fna	6.068178	SdTVs
GCF_011996085.1_ASM1199608v1_genomic.fna	6.068178	SdTVs
GCF_011996085.1_ASM1199608v1_genomic.fna	6.068178	SdTVs
GCF_011996085.1_ASM1199608v1_genomic.fna	6.068178	SdTVs
GCF_011996085.1_ASM1199608v1_genomic.fna	6.068178	SdTVs
GCF_011996085.1_ASM1199608v1_genomic.fna	6.068178	SdTVs
GCF_011996085.1_ASM1199608v1_genomic.fna	6.068178	SdTVs
GCF_011996085.1_ASM1199608v1_genomic.fna	6.068178	SdTVs
GCF_011996085.1_ASM1199608v1_genomic.fna	6.068178	SdTVs
GCF_012273295.1_ASM1227329v1_genomic.fna	3.827531	SdTVs
GCF_012273295.1_ASM1227329v1_genomic.fna	3.827531	SdTVs
GCF_012029975.2_ASM1202997v2_genomic.fna	5.707207	SdTVs
GCF_012029975.2_ASM1202997v2_genomic.fna	5.707207	SdTVs
GCF_012029975.2_ASM1202997v2_genomic.fna	5.707207	SdTVs
GCF_012029975.2_ASM1202997v2_genomic.fna	5.707207	SdTVs
GCF_012029975.2_ASM1202997v2_genomic.fna	5.707207	SdTVs
GCF_012029975.2_ASM1202997v2_genomic.fna	5.707207	SdTVs
GCF_011765605.1_ASM1176560v1_genomic.fna	2.521134	SdTVs
GCF_012050385.1_ASM1205038v1_genomic.fna	4.839384	SdTVs
GCF_011752495.1_ASM1175249v1_genomic.fna	5.924069	SdTVs
GCF_011752495.1_ASM1175249v1_genomic.fna	5.924069	SdTVs
GCF_011752495.1_ASM1175249v1_genomic.fna	5.924069	SdTVs
GCF_011752495.1_ASM1175249v1_genomic.fna	5.924069	SdTVs
GCF_011752495.1_ASM1175249v1_genomic.fna	5.924069	SdTVs
GCF_011752495.1_ASM1175249v1_genomic.fna	5.924069	SdTVs
GCF_011383045.1_ASM1138304v1_genomic.fna	3.998116	SdTVs
GCF_012934675.1_ASM1293467v1_genomic.fna	4.87458	SdTVs
GCF_012849875.1_ASM1284987v1_genomic.fna	2.415699	SdTVs
GCF_011395035.1_ASM1139503v1_genomic.fna	6.527293	SdTVs
GCF_011395035.1_ASM1139503v1_genomic.fna	6.527293	SdTVs
GCF_012113655.1_ASM1211365v1_genomic.fna	5.541214	SdTVs
GCF_012113655.1_ASM1211365v1_genomic.fna	5.541214	SdTVs
GCF_011058615.1_ASM1105861v1_genomic.fna	5.854651	SdTVs
GCF_011058615.1_ASM1105861v1_genomic.fna	5.854651	SdTVs
GCF_011058615.1_ASM1105861v1_genomic.fna	5.854651	SdTVs
GCF_011058615.1_ASM1105861v1_genomic.fna	5.854651	SdTVs
GCF_011058615.1_ASM1105861v1_genomic.fna	5.854651	SdTVs
GCF_011058615.1_ASM1105861v1_genomic.fna	5.854651	SdTVs
GCF_011465815.1_ASM1146581v1_genomic.fna	4.813791	SdTVs
GCF_011465815.1_ASM1146581v1_genomic.fna	4.813791	SdTVs
GCF_011465815.1_ASM1146581v1_genomic.fna	4.813791	SdTVs
GCF_011465815.1_ASM1146581v1_genomic.fna	4.813791	SdTVs
GCF_011465815.1_ASM1146581v1_genomic.fna	4.813791	SdTVs
GCF_012029655.1_ASM1202965v1_genomic.fna	5.598454	SdTVs
GCF_012029655.1_ASM1202965v1_genomic.fna	5.598454	SdTVs
GCF_011106795.1_ASM1110679v1_genomic.fna	5.556926	SdTVs
GCF_011106795.1_ASM1110679v1_genomic.fna	5.556926	SdTVs
GCF_011106795.1_ASM1110679v1_genomic.fna	5.556926	SdTVs
GCF_011106795.1_ASM1110679v1_genomic.fna	5.556926	SdTVs
GCF_011106795.1_ASM1110679v1_genomic.fna	5.556926	SdTVs
GCF_011106795.1_ASM1110679v1_genomic.fna	5.556926	SdTVs
GCF_011604725.1_ASM1160472v1_genomic.fna	5.378629	SdTVs
GCF_012169275.1_ASM1216927v1_genomic.fna	5.15241	SdTVs
GCF_012169275.1_ASM1216927v1_genomic.fna	5.15241	SdTVs
GCF_012169275.1_ASM1216927v1_genomic.fna	5.15241	SdTVs
GCF_012049805.1_ASM1204980v1_genomic.fna	4.84736	SdTVs
GCF_011769805.1_ASM1176980v1_genomic.fna	5.788588	SdTVs
GCF_011769805.1_ASM1176980v1_genomic.fna	5.788588	SdTVs
GCF_011769805.1_ASM1176980v1_genomic.fna	5.788588	SdTVs
GCF_011769805.1_ASM1176980v1_genomic.fna	5.788588	SdTVs
GCF_012051245.1_ASM1205124v1_genomic.fna	5.195418	SdTVs
GCF_012051245.1_ASM1205124v1_genomic.fna	5.195418	SdTVs
GCF_012051245.1_ASM1205124v1_genomic.fna	5.195418	SdTVs
GCF_012051245.1_ASM1205124v1_genomic.fna	5.195418	SdTVs
GCF_012051245.1_ASM1205124v1_genomic.fna	5.195418	SdTVs
GCF_012051245.1_ASM1205124v1_genomic.fna	5.195418	SdTVs
GCF_012051245.1_ASM1205124v1_genomic.fna	5.195418	SdTVs
GCF_011742415.2_ASM1174241v2_genomic.fna	5.829629	SdTVs
GCF_011742415.2_ASM1174241v2_genomic.fna	5.829629	SdTVs
GCF_011742415.2_ASM1174241v2_genomic.fna	5.829629	SdTVs
GCF_011404595.1_ASM1140459v1_genomic.fna	4.701941	SdTVs
GCF_011404595.1_ASM1140459v1_genomic.fna	4.701941	SdTVs
GCF_012934715.1_ASM1293471v1_genomic.fna	5.264512	SdTVs
GCF_012029695.2_ASM1202969v2_genomic.fna	5.940839	SdTVs
GCF_012029695.2_ASM1202969v2_genomic.fna	5.940839	SdTVs
GCF_011466815.1_ASM1146681v1_genomic.fna	4.902491	SdTVs
GCF_011045575.1_ASM1104557v1_genomic.fna	4.131513	SdTVs
GCF_011045575.1_ASM1104557v1_genomic.fna	4.131513	SdTVs
GCF_011045575.1_ASM1104557v1_genomic.fna	4.131513	SdTVs
GCF_012274945.1_ASM1227494v1_genomic.fna	4.979564	SdTVs
GCF_011064285.1_ASM1106428v1_genomic.fna	4.650556	SdTVs
GCF_012044775.1_ASM1204477v1_genomic.fna	4.853022	SdTVs
GCF_012044775.1_ASM1204477v1_genomic.fna	4.853022	SdTVs
GCF_012850655.1_ASM1285065v1_genomic.fna	2.415993	SdTVs
GCF_011466595.1_ASM1146659v1_genomic.fna	4.673793	SdTVs
GCF_011399095.1_ASM1139909v1_genomic.fna	4.120823	SdTVs
GCF_011404895.1_ASM1140489v1_genomic.fna	4.622391	SdTVs
GCF_012051085.1_ASM1205108v1_genomic.fna	5.121995	SdTVs
GCF_012051085.1_ASM1205108v1_genomic.fna	5.121995	SdTVs
GCF_012051085.1_ASM1205108v1_genomic.fna	5.121995	SdTVs
GCF_012051085.1_ASM1205108v1_genomic.fna	5.121995	SdTVs
GCF_012051085.1_ASM1205108v1_genomic.fna	5.121995	SdTVs
GCF_012051085.1_ASM1205108v1_genomic.fna	5.121995	SdTVs
GCF_012051085.1_ASM1205108v1_genomic.fna	5.121995	SdTVs
GCF_012029935.2_ASM1202993v2_genomic.fna	5.752437	SdTVs
GCF_012029935.2_ASM1202993v2_genomic.fna	5.752437	SdTVs
GCF_012029935.2_ASM1202993v2_genomic.fna	5.752437	SdTVs
GCF_012029935.2_ASM1202993v2_genomic.fna	5.752437	SdTVs
GCF_011022275.1_ASM1102227v1_genomic.fna	5.151952	SdTVs
GCF_011044215.1_ASM1104421v1_genomic.fna	5.187144	SdTVs
GCF_011044215.1_ASM1104421v1_genomic.fna	5.187144	SdTVs
GCF_011045215.1_ASM1104521v1_genomic.fna	5.581923	SdTVs
GCF_011045215.1_ASM1104521v1_genomic.fna	5.581923	SdTVs
GCF_011045215.1_ASM1104521v1_genomic.fna	5.581923	SdTVs
GCF_011045215.1_ASM1104521v1_genomic.fna	5.581923	SdTVs
GCF_011045215.1_ASM1104521v1_genomic.fna	5.581923	SdTVs
GCF_011067245.1_ASM1106724v1_genomic.fna	5.406045	SdTVs
GCF_012029945.2_ASM1202994v2_genomic.fna	5.833431	SdTVs
GCF_012029945.2_ASM1202994v2_genomic.fna	5.833431	SdTVs
GCF_012029945.2_ASM1202994v2_genomic.fna	5.833431	SdTVs
GCF_012029945.2_ASM1202994v2_genomic.fna	5.833431	SdTVs
GCF_012029945.2_ASM1202994v2_genomic.fna	5.833431	SdTVs
GCF_012029945.2_ASM1202994v2_genomic.fna	5.833431	SdTVs
GCF_012029945.2_ASM1202994v2_genomic.fna	5.833431	SdTVs
GCF_012050205.1_ASM1205020v1_genomic.fna	4.829486	SdTVs
GCF_011742505.2_ASM1174250v2_genomic.fna	5.791323	SdTVs
GCF_011742505.2_ASM1174250v2_genomic.fna	5.791323	SdTVs
GCF_011742505.2_ASM1174250v2_genomic.fna	5.791323	SdTVs
GCF_011742505.2_ASM1174250v2_genomic.fna	5.791323	SdTVs
GCF_011742505.2_ASM1174250v2_genomic.fna	5.791323	SdTVs
GCF_011742505.2_ASM1174250v2_genomic.fna	5.791323	SdTVs
GCF_011465535.1_ASM1146553v1_genomic.fna	4.76459	SdTVs
GCF_011009015.1_ASM1100901v1_genomic.fna	6.68709	SdTVs
GCF_012934595.1_ASM1293459v1_genomic.fna	5.02525	SdTVs
GCF_012934595.1_ASM1293459v1_genomic.fna	5.02525	SdTVs
GCF_010725305.1_ASM1072530v1_genomic.fna	5.237933	SdTVs
GCF_010725305.1_ASM1072530v1_genomic.fna	5.237933	SdTVs
GCF_012516515.1_ASM1251651v1_genomic.fna	4.115975	SdTVs
GCF_012516515.1_ASM1251651v1_genomic.fna	4.115975	SdTVs
GCF_012516515.1_ASM1251651v1_genomic.fna	4.115975	SdTVs
GCF_011383085.1_ASM1138308v1_genomic.fna	4.859091	SdTVs
GCF_011383085.1_ASM1138308v1_genomic.fna	4.859091	SdTVs
GCF_011465095.1_ASM1146509v1_genomic.fna	3.982591	SdTVs
GCF_011465095.1_ASM1146509v1_genomic.fna	3.982591	SdTVs
GCF_011465095.1_ASM1146509v1_genomic.fna	3.982591	SdTVs
GCF_011465095.1_ASM1146509v1_genomic.fna	3.982591	SdTVs
GCF_011465095.1_ASM1146509v1_genomic.fna	3.982591	SdTVs
GCF_011045495.1_ASM1104549v1_genomic.fna	4.711383	SdTVs
GCF_012850455.1_ASM1285045v1_genomic.fna	2.415552	SdTVs
GCF_010919335.1_ASM1091933v1_genomic.fna	5.011038	SdTVs
GCF_010919335.1_ASM1091933v1_genomic.fna	5.011038	SdTVs
GCF_012274905.1_ASM1227490v1_genomic.fna	4.91157	SdTVs
GCF_012274905.1_ASM1227490v1_genomic.fna	4.91157	SdTVs
GCF_012934535.1_ASM1293453v1_genomic.fna	5.198425	SdTVs
GCF_011149675.1_ASM1114967v1_genomic.fna	4.087423	SdTVs
GCF_011149675.1_ASM1114967v1_genomic.fna	4.087423	SdTVs
GCF_010706435.1_ASM1070643v1_genomic.fna	5.164286	SdTVs
GCF_010706435.1_ASM1070643v1_genomic.fna	5.164286	SdTVs
GCF_012934555.1_ASM1293455v1_genomic.fna	5.167467	SdTVs
GCF_012934555.1_ASM1293455v1_genomic.fna	5.167467	SdTVs
GCF_011765665.1_ASM1176566v1_genomic.fna	4.706913	SdTVs
GCF_011765665.1_ASM1176566v1_genomic.fna	4.706913	SdTVs
GCF_011765665.1_ASM1176566v1_genomic.fna	4.706913	SdTVs
GCF_012050025.1_ASM1205002v1_genomic.fna	5.259011	SdTVs
GCF_012050025.1_ASM1205002v1_genomic.fna	5.259011	SdTVs
GCF_012050025.1_ASM1205002v1_genomic.fna	5.259011	SdTVs
GCF_012050025.1_ASM1205002v1_genomic.fna	5.259011	SdTVs
GCF_012050025.1_ASM1205002v1_genomic.fna	5.259011	SdTVs
GCF_012050025.1_ASM1205002v1_genomic.fna	5.259011	SdTVs
GCF_012050025.1_ASM1205002v1_genomic.fna	5.259011	SdTVs
GCF_011617105.1_ASM1161710v1_genomic.fna	4.772047	SdTVs
GCF_011617105.1_ASM1161710v1_genomic.fna	4.772047	SdTVs
GCF_011617105.1_ASM1161710v1_genomic.fna	4.772047	SdTVs
GCF_011801455.1_ASM1180145v1_genomic.fna	5.108924	SdTVs
GCF_011765175.1_ASM1176517v1_genomic.fna	5.755792	SdTVs
GCF_011765175.1_ASM1176517v1_genomic.fna	5.755792	SdTVs
GCF_011045895.1_ASM1104589v1_genomic.fna	4.789677	SdTVs
GCF_011067265.1_ASM1106726v1_genomic.fna	5.082781	SdTVs
GCF_012167385.1_ASM1216738v1_genomic.fna	5.291241	SdTVs
GCF_012850075.1_ASM1285007v1_genomic.fna	2.415855	SdTVs
GCF_012850815.1_ASM1285081v1_genomic.fna	2.416187	SdTVs
GCF_011404355.1_ASM1140435v1_genomic.fna	4.71157	SdTVs
GCF_011404355.1_ASM1140435v1_genomic.fna	4.71157	SdTVs
GCF_012050525.1_ASM1205052v1_genomic.fna	4.84854	SdTVs
GCF_011045335.1_ASM1104533v1_genomic.fna	5.185408	SdTVs
GCF_011045335.1_ASM1104533v1_genomic.fna	5.185408	SdTVs
GCF_012273455.1_ASM1227345v1_genomic.fna	4.990955	SdTVs
GCF_012273455.1_ASM1227345v1_genomic.fna	4.990955	SdTVs
GCF_012273455.1_ASM1227345v1_genomic.fna	4.990955	SdTVs
GCF_012274965.1_ASM1227496v1_genomic.fna	5.258575	SdTVs
GCF_012850275.1_ASM1285027v1_genomic.fna	2.41595	SdTVs
GCF_011492985.1_ASM1149298v1_genomic.fna	5.035953	SdTVs
GCF_012161415.1_ASM1216141v2_genomic.fna	5.089923	SdTVs
GCF_012161415.1_ASM1216141v2_genomic.fna	5.089923	SdTVs
GCF_012161415.1_ASM1216141v2_genomic.fna	5.089923	SdTVs
GCF_012113615.1_ASM1211361v1_genomic.fna	5.351855	SdTVs
GCF_012272655.1_ASM1227265v1_genomic.fna	6.27293	SdTVs
GCF_011383025.1_ASM1138302v1_genomic.fna	4.012915	SdTVs
GCF_011065365.1_ASM1106536v1_genomic.fna	5.481636	SdTVs
GCF_011065365.1_ASM1106536v1_genomic.fna	5.481636	SdTVs
GCF_011065365.1_ASM1106536v1_genomic.fna	5.481636	SdTVs
GCF_011065365.1_ASM1106536v1_genomic.fna	5.481636	SdTVs
GCF_012537835.1_ASM1253783v1_genomic.fna	5.092344	SdTVs
GCF_012537835.1_ASM1253783v1_genomic.fna	5.092344	SdTVs
GCF_011058535.1_ASM1105853v1_genomic.fna	4.985703	SdTVs
GCF_011058535.1_ASM1105853v1_genomic.fna	4.985703	SdTVs
GCF_011058535.1_ASM1105853v1_genomic.fna	4.985703	SdTVs
GCF_011045275.1_ASM1104527v1_genomic.fna	5.166228	SdTVs
GCF_011045275.1_ASM1104527v1_genomic.fna	5.166228	SdTVs
GCF_011045275.1_ASM1104527v1_genomic.fna	5.166228	SdTVs
GCF_011742055.2_ASM1174205v2_genomic.fna	5.92612	SdTVs
GCF_011742055.2_ASM1174205v2_genomic.fna	5.92612	SdTVs
GCF_011742055.2_ASM1174205v2_genomic.fna	5.92612	SdTVs
GCF_011742055.2_ASM1174205v2_genomic.fna	5.92612	SdTVs
GCF_011742055.2_ASM1174205v2_genomic.fna	5.92612	SdTVs
GCF_011463635.1_ASM1146363v1_genomic.fna	4.892475	SdTVs
GCF_011463635.1_ASM1146363v1_genomic.fna	4.892475	SdTVs
GCF_011463635.1_ASM1146363v1_genomic.fna	4.892475	SdTVs
GCF_011466275.1_ASM1146627v1_genomic.fna	4.836041	SdTVs
GCF_011403355.1_ASM1140335v1_genomic.fna	4.869407	SdTVs
GCF_011403355.1_ASM1140335v1_genomic.fna	4.869407	SdTVs
GCF_011403355.1_ASM1140335v1_genomic.fna	4.869407	SdTVs
GCF_011403355.1_ASM1140335v1_genomic.fna	4.869407	SdTVs
GCF_011403355.1_ASM1140335v1_genomic.fna	4.869407	SdTVs
GCF_011331215.2_ASM1133121v2_genomic.fna	5.255749	SdTVs
GCF_011331215.2_ASM1133121v2_genomic.fna	5.255749	SdTVs
GCF_011331215.2_ASM1133121v2_genomic.fna	5.255749	SdTVs
GCF_011331215.2_ASM1133121v2_genomic.fna	5.255749	SdTVs
GCF_011331215.2_ASM1133121v2_genomic.fna	5.255749	SdTVs
GCF_011290675.2_ASM1129067v2_genomic.fna	5.938648	SdTVs
GCF_011465695.1_ASM1146569v1_genomic.fna	4.773013	SdTVs
GCF_011465695.1_ASM1146569v1_genomic.fna	4.773013	SdTVs
GCF_011465695.1_ASM1146569v1_genomic.fna	4.773013	SdTVs
GCF_011465695.1_ASM1146569v1_genomic.fna	4.773013	SdTVs
GCF_012530335.1_ASM1253033v1_genomic.fna	4.819669	SdTVs
GCF_012530335.1_ASM1253033v1_genomic.fna	4.819669	SdTVs
GCF_012530335.1_ASM1253033v1_genomic.fna	4.819669	SdTVs
GCF_012530335.1_ASM1253033v1_genomic.fna	4.819669	SdTVs
GCF_012275105.1_ASM1227510v1_genomic.fna	4.130471	SdTVs
GCF_012053325.1_ASM1205332v1_genomic.fna	5.071476	SdTVs
GCF_012053325.1_ASM1205332v1_genomic.fna	5.071476	SdTVs
GCF_012053325.1_ASM1205332v1_genomic.fna	5.071476	SdTVs
GCF_011045655.1_ASM1104565v1_genomic.fna	4.649235	SdTVs
GCF_011045655.1_ASM1104565v1_genomic.fna	4.649235	SdTVs
GCF_012850955.1_ASM1285095v1_genomic.fna	2.415542	SdTVs
GCF_012934495.1_ASM1293449v1_genomic.fna	5.144298	SdTVs
GCF_012052605.1_ASM1205260v1_genomic.fna	4.985118	SdTVs
GCF_012052605.1_ASM1205260v1_genomic.fna	4.985118	SdTVs
GCF_011045715.1_ASM1104571v1_genomic.fna	4.82845	SdTVs
GCF_011045715.1_ASM1104571v1_genomic.fna	4.82845	SdTVs
GCF_011465945.1_ASM1146594v1_genomic.fna	4.866577	SdTVs
GCF_011465945.1_ASM1146594v1_genomic.fna	4.866577	SdTVs
GCF_011466455.1_ASM1146645v1_genomic.fna	4.850675	SdTVs
GCF_011466455.1_ASM1146645v1_genomic.fna	4.850675	SdTVs
GCF_011466455.1_ASM1146645v1_genomic.fna	4.850675	SdTVs
GCF_011466455.1_ASM1146645v1_genomic.fna	4.850675	SdTVs
GCF_011068365.1_ASM1106836v1_genomic.fna	5.56185	SdTVs
GCF_011068365.1_ASM1106836v1_genomic.fna	5.56185	SdTVs
GCF_011068365.1_ASM1106836v1_genomic.fna	5.56185	SdTVs
GCF_011404755.1_ASM1140475v1_genomic.fna	4.557772	SdTVs
GCF_011602505.1_ASM1160250v1_genomic.fna	5.370159	SdTVs
GCF_011602505.1_ASM1160250v1_genomic.fna	5.370159	SdTVs
GCF_011602505.1_ASM1160250v1_genomic.fna	5.370159	SdTVs
GCF_012113635.1_ASM1211363v1_genomic.fna	5.401911	SdTVs
GCF_012113635.1_ASM1211363v1_genomic.fna	5.401911	SdTVs
GCF_012934435.1_ASM1293443v1_genomic.fna	4.863332	SdTVs
GCF_011404215.1_ASM1140421v1_genomic.fna	4.615626	SdTVs
GCF_012275025.1_ASM1227502v1_genomic.fna	4.888884	SdTVs
GCF_012275025.1_ASM1227502v1_genomic.fna	4.888884	SdTVs
GCF_011045815.1_ASM1104581v1_genomic.fna	4.611985	SdTVs
GCF_011045815.1_ASM1104581v1_genomic.fna	4.611985	SdTVs
GCF_012051625.1_ASM1205162v1_genomic.fna	5.177998	SdTVs
GCF_012051625.1_ASM1205162v1_genomic.fna	5.177998	SdTVs
GCF_012051625.1_ASM1205162v1_genomic.fna	5.177998	SdTVs
GCF_012051625.1_ASM1205162v1_genomic.fna	5.177998	SdTVs
GCF_012051625.1_ASM1205162v1_genomic.fna	5.177998	SdTVs
GCF_012051625.1_ASM1205162v1_genomic.fna	5.177998	SdTVs
GCF_011045635.1_ASM1104563v1_genomic.fna	4.623927	SdTVs
GCF_011045635.1_ASM1104563v1_genomic.fna	4.623927	SdTVs
GCF_011045635.1_ASM1104563v1_genomic.fna	4.623927	SdTVs
GCF_011045635.1_ASM1104563v1_genomic.fna	4.623927	SdTVs
GCF_011045635.1_ASM1104563v1_genomic.fna	4.623927	SdTVs
GCF_012934455.1_ASM1293445v1_genomic.fna	5.367348	SdTVs
GCF_012934455.1_ASM1293445v1_genomic.fna	5.367348	SdTVs
GCF_012934455.1_ASM1293445v1_genomic.fna	5.367348	SdTVs
GCF_012934455.1_ASM1293445v1_genomic.fna	5.367348	SdTVs
GCF_012934455.1_ASM1293445v1_genomic.fna	5.367348	SdTVs
GCF_011492885.1_ASM1149288v1_genomic.fna	5.025884	SdTVs
GCF_012934785.1_ASM1293478v1_genomic.fna	5.236765	SdTVs
GCF_012934785.1_ASM1293478v1_genomic.fna	5.236765	SdTVs
GCF_012934785.1_ASM1293478v1_genomic.fna	5.236765	SdTVs
GCF_012934785.1_ASM1293478v1_genomic.fna	5.236765	SdTVs
GCF_011742515.2_ASM1174251v2_genomic.fna	5.430464	SdTVs
GCF_011742515.2_ASM1174251v2_genomic.fna	5.430464	SdTVs
GCF_011742515.2_ASM1174251v2_genomic.fna	5.430464	SdTVs
GCF_011742515.2_ASM1174251v2_genomic.fna	5.430464	SdTVs
GCF_011742515.2_ASM1174251v2_genomic.fna	5.430464	SdTVs
GCF_011331065.1_ASM1133106v1_genomic.fna	4.920692	SdTVs
GCF_011331065.1_ASM1133106v1_genomic.fna	4.920692	SdTVs
GCF_011331065.1_ASM1133106v1_genomic.fna	4.920692	SdTVs
GCF_011769825.1_ASM1176982v1_genomic.fna	5.977824	SdTVs
GCF_010724935.1_ASM1072493v1_genomic.fna	4.812157	SdTVs
GCF_010724935.1_ASM1072493v1_genomic.fna	4.812157	SdTVs
GCF_012029895.2_ASM1202989v2_genomic.fna	5.515773	SdTVs
GCF_011492925.1_ASM1149292v1_genomic.fna	4.934027	SdTVs
GCF_011492925.1_ASM1149292v1_genomic.fna	4.934027	SdTVs
GCF_011045835.1_ASM1104583v1_genomic.fna	4.118748	SdTVs
GCF_012052225.1_ASM1205222v1_genomic.fna	5.259999	SdTVs
GCF_012052225.1_ASM1205222v1_genomic.fna	5.259999	SdTVs
GCF_012052225.1_ASM1205222v1_genomic.fna	5.259999	SdTVs
GCF_012052225.1_ASM1205222v1_genomic.fna	5.259999	SdTVs
GCF_012052225.1_ASM1205222v1_genomic.fna	5.259999	SdTVs
GCF_012052225.1_ASM1205222v1_genomic.fna	5.259999	SdTVs
GCF_012052225.1_ASM1205222v1_genomic.fna	5.259999	SdTVs
GCF_011045255.1_ASM1104525v1_genomic.fna	5.268889	SdTVs
GCF_011045255.1_ASM1104525v1_genomic.fna	5.268889	SdTVs
GCF_011045255.1_ASM1104525v1_genomic.fna	5.268889	SdTVs
GCF_011045255.1_ASM1104525v1_genomic.fna	5.268889	SdTVs
GCF_011045255.1_ASM1104525v1_genomic.fna	5.268889	SdTVs
GCF_012934655.2_ASM1293465v2_genomic.fna	5.274983	SdTVs
GCF_012934655.2_ASM1293465v2_genomic.fna	5.274983	SdTVs
GCF_012934655.2_ASM1293465v2_genomic.fna	5.274983	SdTVs
GCF_012689525.1_ASM1268952v1_genomic.fna	10.840732	SdTVs
GCF_012689525.1_ASM1268952v1_genomic.fna	10.840732	SdTVs
GCF_011045775.1_ASM1104577v1_genomic.fna	5.802212	SdTVs
GCF_011045775.1_ASM1104577v1_genomic.fna	5.802212	SdTVs
GCF_012923785.1_ASM1292378v1_genomic.fna	5.527237	SdTVs
GCF_012923785.1_ASM1292378v1_genomic.fna	5.527237	SdTVs
GCF_012169405.1_ASM1216940v1_genomic.fna	5.442006	SdTVs
GCF_012051385.1_ASM1205138v1_genomic.fna	5.22511	SdTVs
GCF_012051385.1_ASM1205138v1_genomic.fna	5.22511	SdTVs
GCF_012051385.1_ASM1205138v1_genomic.fna	5.22511	SdTVs
GCF_012051385.1_ASM1205138v1_genomic.fna	5.22511	SdTVs
GCF_012051385.1_ASM1205138v1_genomic.fna	5.22511	SdTVs
GCF_012051385.1_ASM1205138v1_genomic.fna	5.22511	SdTVs
GCF_012051385.1_ASM1205138v1_genomic.fna	5.22511	SdTVs
GCF_011764365.2_ASM1176436v2_genomic.fna	5.957893	SdTVs
GCF_012167215.1_ASM1216721v1_genomic.fna	5.553302	SdTVs
GCF_012167215.1_ASM1216721v1_genomic.fna	5.553302	SdTVs
GCF_012167215.1_ASM1216721v1_genomic.fna	5.553302	SdTVs
GCF_012167215.1_ASM1216721v1_genomic.fna	5.553302	SdTVs
GCF_012167215.1_ASM1216721v1_genomic.fna	5.553302	SdTVs
GCF_012052805.1_ASM1205280v1_genomic.fna	4.974085	SdTVs
GCF_012052805.1_ASM1205280v1_genomic.fna	4.974085	SdTVs
GCF_011769865.1_ASM1176986v1_genomic.fna	4.985581	SdTVs
GCF_011769865.1_ASM1176986v1_genomic.fna	4.985581	SdTVs
GCF_011769865.1_ASM1176986v1_genomic.fna	4.985581	SdTVs
GCF_011064845.1_ASM1106484v1_genomic.fna	4.957773	SdTVs
GCF_011064845.1_ASM1106484v1_genomic.fna	4.957773	SdTVs
GCF_011064845.1_ASM1106484v1_genomic.fna	4.957773	SdTVs
GCF_011064845.1_ASM1106484v1_genomic.fna	4.957773	SdTVs
GCF_012849375.1_ASM1284937v1_genomic.fna	6.532782	SdTVs
GCF_012516455.1_ASM1251645v1_genomic.fna	5.214762	SdTVs
GCF_012516455.1_ASM1251645v1_genomic.fna	5.214762	SdTVs
GCF_012516455.1_ASM1251645v1_genomic.fna	5.214762	SdTVs
GCF_011396735.1_ASM1139673v1_genomic.fna	4.808368	SdTVs
GCF_011396735.1_ASM1139673v1_genomic.fna	4.808368	SdTVs
GCF_012050745.1_ASM1205074v1_genomic.fna	4.797988	SdTVs
GCF_012934635.1_ASM1293463v1_genomic.fna	4.954354	SdTVs
GCF_011466775.1_ASM1146677v1_genomic.fna	4.728349	SdTVs
GCF_012054045.1_ASM1205404v1_genomic.fna	4.991315	SdTVs
GCF_012054045.1_ASM1205404v1_genomic.fna	4.991315	SdTVs
GCF_012223625.1_ASM1222362v1_genomic.fna	5.005995	SdTVs
GCF_012223625.1_ASM1222362v1_genomic.fna	5.005995	SdTVs
GCF_011045295.1_ASM1104529v1_genomic.fna	5.162306	SdTVs
GCF_011045295.1_ASM1104529v1_genomic.fna	5.162306	SdTVs
GCF_011045295.1_ASM1104529v1_genomic.fna	5.162306	SdTVs
GCF_011691375.1_ASM1169137v1_genomic.fna	5.611152	SdTVs
GCF_011691375.1_ASM1169137v1_genomic.fna	5.611152	SdTVs
